Drillhole ID,Depth,Dip,Azimuth
SE796F2000-1,0.0,-20.0,160.814896
SE796F2000-1,12.0,-20.0,160.814896
SE796F2000-2,0.0,-65.0,160.814896
SE796F2000-2,13.5,-65.0,160.814896
SE796F2000-3,0.0,-20.0,340.829987
SE796F2000-3,6.0,-20.0,340.829987
SE796F2015-1,0.0,-42.0,340.829987
SE796F2015-1,16.5,-42.0,340.829987
SE796F2025-2,0.0,-45.0,340.829987
SE796F2025-2,18.0,-45.0,340.829987
SE796F2035-2,0.0,-40.0,340.829987
SE796F2035-2,12.0,-40.0,340.829987
SE796H2015-2,0.0,-51.0,160.814896
SE796H2015-2,13.5,-51.0,160.814896
SE796H2020-1,0.0,-50.0,160.814896
SE796H2020-1,15.0,-50.0,160.814896
SE796H2025-1,0.0,-52.0,160.814896
SE796H2025-1,13.5,-52.0,160.814896
SE796H2030-1,0.0,-45.0,160.814896
SE796H2030-1,12.0,-45.0,160.814896
SE796H2035-1,0.0,-40.0,160.814896
SE796H2035-1,13.5,-40.0,160.814896
SE796H2040-1,0.0,-50.0,160.814896
SE796H2040-1,12.0,-50.0,160.814896
SE796H2045-1,0.0,-46.0,160.814896
SE796H2045-1,13.5,-46.0,160.814896
SE814F1975-1,0.0,-30.0,160.814896
SE814F1975-1,10.5,-30.0,160.814896
SE814F1975-2,0.0,-65.0,340.829987
SE814F1975-2,10.5,-65.0,340.829987
SE814F1985-1,0.0,-10.0,160.814896
SE814F1985-1,9.0,-10.0,160.814896
SE814F1985-2,0.0,-60.0,160.814896
SE814F1985-2,13.5,-60.0,160.814896
SE814F1985-3,0.0,-65.0,340.829987
SE814F1985-3,9.0,-65.0,340.829987
SE814F1995-1,0.0,-10.0,160.814896
SE814F1995-1,10.5,-10.0,160.814896
SE814F1995-2,0.0,-55.0,160.814896
SE814F1995-2,15.0,-55.0,160.814896
SE814F1995-3,0.0,-70.0,340.829987
SE814F1995-3,12.0,-70.0,340.829987
SE814F2005-4,0.0,-70.0,340.829987
SE814F2005-4,12.0,-70.0,340.829987
SE814F2015-3,0.0,-60.0,340.829987
SE814F2015-3,12.0,-60.0,340.829987
SE814F2025-3,0.0,-70.0,160.814896
SE814F2025-3,15.0,-70.0,160.814896
SE814F2025-4,0.0,-65.0,340.829987
SE814F2025-4,9.0,-65.0,340.829987
SE814F2035-3,0.0,-75.0,160.814896
SE814F2035-3,10.5,-75.0,160.814896
SE814F2035-4,0.0,-65.0,340.829987
SE814F2035-4,10.5,-65.0,340.829987
SE814F2045-2,0.0,-70.0,160.814896
SE814F2045-2,12.0,-70.0,160.814896
SE814F2045-3,0.0,-60.0,340.829987
SE814F2045-3,12.0,-60.0,340.829987
SE814F2060-1,0.0,-20.0,160.814896
SE814F2060-1,9.0,-20.0,160.814896
SE814F2060-2,0.0,-60.0,160.814896
SE814F2060-2,12.6,-60.0,160.814896
SE814F2060-3,0.0,-65.0,340.829987
SE814F2060-3,11.7,-65.0,340.829987
SE814F2070-1,0.0,-20.0,160.814896
SE814F2070-1,9.0,-20.0,160.814896
SE814F2070-2,0.0,-86.0,160.814896
SE814F2070-2,9.0,-86.0,160.814896
SE814F2070-3,0.0,-62.0,340.829987
SE814F2070-3,12.6,-62.0,340.829987
SE814F2070-4,0.0,-20.0,340.829987
SE814F2070-4,7.2,-20.0,340.829987
SE814F2075-1,0.0,-20.0,340.829987
SE814F2075-1,7.2,-20.0,340.829987
SE814F2075-2,0.0,-70.0,340.829987
SE814F2075-2,10.8,-70.0,340.829987
SE814F2075-3,0.0,-80.0,340.829987
SE814F2075-3,10.8,-80.0,340.829987
SE814F2075-4,0.0,-80.0,160.814896
SE814F2075-4,11.7,-80.0,160.814896
SE814F2075-5,0.0,-20.0,160.814896
SE814F2075-5,7.2,-20.0,160.814896
SE814H2005-1,0.0,-10.0,160.814896
SE814H2005-1,12.0,-10.0,160.814896
SE814H2005-2,0.0,-50.0,160.814896
SE814H2005-2,15.0,-50.0,160.814896
SE814H2005-3,0.0,-77.0,160.814896
SE814H2005-3,15.0,-77.0,160.814896
SE814H2015-1,0.0,-10.0,160.814896
SE814H2015-1,9.0,-10.0,160.814896
SE814H2015-2,0.0,-60.0,160.814896
SE814H2015-2,12.0,-60.0,160.814896
SE814H2025-1,0.0,-10.0,160.814896
SE814H2025-1,9.0,-10.0,160.814896
SE814H2025-2,0.0,-45.0,160.814896
SE814H2025-2,12.0,-45.0,160.814896
SE814H2035-1,0.0,-15.0,160.814896
SE814H2035-1,10.5,-15.0,160.814896
SE814H2035-2,0.0,-50.0,160.814896
SE814H2035-2,15.0,-50.0,160.814896
SE814H2045-1,0.0,-25.0,160.814896
SE814H2045-1,9.0,-25.0,160.814896
SE821F1800-1,0.0,-10.0,160.814896
SE821F1800-2,0.0,-25.0,160.814896
SE821F1800-3,0.0,-40.0,160.814896
SE821F1800-4,0.0,-65.0,160.814896
SE821F1805-1,0.0,-10.0,160.814896
SE821F1805-2,0.0,-25.0,160.814896
SE821F1805-3,0.0,-40.0,160.814896
SE821F1810-1,0.0,-10.0,160.814896
SE821F1810-2,0.0,-25.0,160.814896
SE821F1810-3,0.0,-40.0,160.814896
SE821F1810-4,0.0,-65.0,160.814896
SE821F1815-1,0.0,-10.0,160.814896
SE821F1815-2,0.0,-25.0,160.814896
SE821F1815-3,0.0,-40.0,160.814896
SE821F1820-1,0.0,-10.0,160.814896
SE821F1820-2,0.0,-20.0,160.814896
SE821F1820-3,0.0,-35.0,160.814896
SE821F1820-4,0.0,-55.0,160.814896
SE821F1825-1,0.0,-10.0,160.814896
SE821F1825-2,0.0,-25.0,160.814896
SE821F1825-3,0.0,-40.0,160.814896
SE821F1830-1,0.0,-10.0,160.814896
SE821F1830-2,0.0,-25.0,160.814896
SE821F1830-3,0.0,-40.0,160.814896
SE821F1835-1,0.0,-10.0,160.814896
SE821F1840-1,0.0,-10.0,160.814896
SE821F1845-1,0.0,-10.0,160.814896
SE821F1850-1,0.0,-10.0,160.814896
SE821H1773-1,0.0,-10.3,209.094894
SE821H1774-1,0.0,-13.06,202.21489
SE821H1776-1,0.0,-12.15,187.174896
SE821H1780-1,0.0,-10.0,160.814896
SE821H1780-2,0.0,-30.0,160.814896
SE821H1780-3,0.0,-55.0,160.814896
SE821H1780-4,0.0,-55.0,160.814896
SE821H1780-5,0.0,-55.0,160.814896
SE821H1780-6,0.0,-55.0,160.814896
SE821H1785-1,0.0,-40.0,340.829987
SE821H1785-2,0.0,-65.0,340.829987
SE821H1785-3,0.0,-80.0,340.829987
SE821H1785-4,0.0,-75.0,160.814896
SE821H1785-5,0.0,-40.0,160.814896
SE821H1785-6,0.0,-20.0,160.814896
SE821H1790-1,0.0,-20.0,340.829987
SE821H1790-2,0.0,-55.0,340.829987
SE821H1790-3,0.0,-80.0,340.829987
SE821H1790-4,0.0,-70.0,160.814896
SE821H1790-5,0.0,-45.0,160.814896
SE821H1790-6,0.0,-20.0,160.814896
SE821H1795-1,0.0,-35.0,340.829987
SE821H1795-2,0.0,-65.0,340.829987
SE821H1795-3,0.0,-30.0,160.814896
SE821H1800-5,0.0,-50.0,340.829987
SE821H1800-6,0.0,-75.0,160.814896
SE821H1800-7,0.0,-50.0,160.814896
SE821H1800-8,0.0,-10.0,160.814896
SE821H1805-4,0.0,-30.0,160.814896
SE821H1810-5,0.0,-60.0,160.814896
SE821H1810-6,0.0,-30.0,160.814896
SE821H1815-4,0.0,-60.0,160.814896
SE821H1815-5,0.0,-10.0,160.814896
SE821H1820-5,0.0,-15.0,340.829987
SE821H1820-6,0.0,-45.0,340.829987
SE821H1820-7,0.0,-70.0,340.829987
SE821H1820-8,0.0,-65.0,160.814896
SE821H1820-9,0.0,-15.0,160.814896
SE821H1825-4,0.0,-15.0,340.829987
SE821H1825-5,0.0,-45.0,340.829987
SE821H1825-6,0.0,-75.0,340.829987
SE821H1825-7,0.0,-55.0,160.814896
SE821H1825-8,0.0,-15.0,160.814896
SE821H1825-9,0.0,-20.549999,156.384888
SE821H1825-10,0.0,-45.16,156.944885
SE821H1830-4,0.0,-10.0,340.829987
SE821H1830-5,0.0,-55.0,340.829987
SE821H1830-6,0.0,-80.0,340.829987
SE821H1830-7,0.0,-70.0,160.814896
SE821H1830-8,0.0,-40.0,160.814896
SE821H1830-9,0.0,-15.0,160.814896
SE821H1830-10,0.0,-23.370001,163.334885
SE821H1830-11,0.0,-40.16,164.014893
SE821H1835-2,0.0,-10.0,340.829987
SE821H1835-3,0.0,-55.0,340.829987
SE821H1835-4,0.0,-80.0,340.829987
SE821H1835-5,0.0,-45.0,160.814896
SE821H1835-6,0.0,-10.0,160.814896
SE821H1835-7,0.0,-28.51,156.344894
SE821H1835-8,0.0,-42.52,160.224884
SE821H1840-2,0.0,-10.0,340.829987
SE821H1840-3,0.0,-50.0,340.829987
SE821H1840-4,0.0,-80.0,340.829987
SE821H1840-5,0.0,-75.0,160.814896
SE821H1840-6,0.0,-45.0,160.814896
SE821H1840-7,0.0,-10.0,160.814896
SE821H1840-8,0.0,-25.17,169.894897
SE821H1840-9,0.0,-44.360001,165.344894
SE821H1845-2,0.0,-10.0,340.829987
SE821H1845-3,0.0,-55.0,340.829987
SE821H1845-4,0.0,-80.0,340.829987
SE821H1845-5,0.0,-75.0,160.814896
SE821H1845-6,0.0,-45.0,160.814896
SE821H1845-7,0.0,-15.0,160.814896
SE821H1845-8,0.0,-21.549999,167.004883
SE821H1845-9,0.0,-44.23,167.944885
SE821H1850-2,0.0,-15.0,340.829987
SE821H1850-3,0.0,-50.0,340.829987
SE821H1850-4,0.0,-75.0,160.814896
SE821H1850-5,0.0,-45.0,160.814896
SE821H1850-6,0.0,-15.0,160.814896
SE821H1855-1,0.0,-20.1,15.86511
SE821H1860-1,0.0,-12.34,336.364899
SE821H1860-2,0.0,-27.27,337.154877
SE821H1860-3,0.0,-51.049999,338.214905
SE821H1860-4,0.0,-79.120003,323.374878
SE821H1860-5,0.0,-23.08,160.814896
SE821H1865-1,0.0,-15.23,14.67511
SE821H1870-1,0.0,-11.27,340.354889
SE821H1870-2,0.0,-65.199997,336.924896
SE821H1870-3,0.0,-61.200001,163.32489
SE821H1870-4,0.0,-27.200001,160.344894
SE821H1875-1,0.0,-26.299999,338.404877
SE821H1880-1,0.0,-16.01,338.924896
SE821H1880-2,0.0,-54.59,338.154877
SE821H1880-3,0.0,-74.540001,335.934875
SE821H1880-4,0.0,-80.480003,162.96489
SE821H1880-5,0.0,-22.299999,160.084885
SE821H1885-1,0.0,-14.48,18.94511
SE821H1890-1,0.0,-10.31,338.124878
SE821H1890-2,0.0,-47.240002,335.32489
SE821H1890-3,0.0,-74.089996,330.214905
SE821H1890-4,0.0,-81.220001,159.994888
SE821H1890-5,0.0,-19.129999,146.974884
SE830F1965-1,0.0,-49.0,340.829987
SE830F1965-1,10.5,-49.0,340.829987
SE830F1970-1,0.0,-80.0,340.829987
SE830F1970-1,10.5,-80.0,340.829987
SE830F1970-2,0.0,-55.0,340.829987
SE830F1970-2,10.5,-55.0,340.829987
SE830F1975-1,0.0,-10.0,160.814896
SE830F1975-1,6.0,-10.0,160.814896
SE830F1975-2,0.0,-80.0,160.814896
SE830F1975-2,12.0,-80.0,160.814896
SE830F1975-3,0.0,-58.0,340.829987
SE830F1975-3,12.0,-58.0,340.829987
SE830F1980-1,0.0,-10.0,160.814896
SE830F1980-1,10.5,-10.0,160.814896
SE830F1980-2,0.0,-60.0,160.814896
SE830F1980-2,9.0,-60.0,160.814896
SE830F1980-3,0.0,-83.0,160.814896
SE830F1980-3,16.5,-83.0,160.814896
SE830F1980-4,0.0,-53.0,340.829987
SE830F1980-4,18.0,-53.0,340.829987
SE830F1985-1,0.0,-20.0,160.814896
SE830F1985-1,9.0,-20.0,160.814896
SE830F1985-2,0.0,-77.0,160.814896
SE830F1985-2,9.0,-77.0,160.814896
SE830F1985-3,0.0,-40.0,340.829987
SE830F1985-3,15.0,-40.0,340.829987
SE830F1990-2,0.0,-86.0,160.814896
SE830F1990-2,10.5,-86.0,160.814896
SE830F1990-3,0.0,-63.0,340.829987
SE830F1990-3,9.0,-63.0,340.829987
SE830F1995-3,0.0,-80.0,160.814896
SE830F1995-3,12.0,-80.0,160.814896
SE830F1995-4,0.0,-77.0,340.829987
SE830F1995-4,12.0,-77.0,340.829987
SE830F2005-4,0.0,-86.0,340.829987
SE830F2005-4,12.0,-86.0,340.829987
SE830F2005-5,0.0,-74.0,340.829987
SE830F2005-5,12.0,-74.0,340.829987
SE830F2005-6,0.0,-62.0,340.829987
SE830F2005-6,9.0,-62.0,340.829987
SE830F2015-3,0.0,-83.0,340.829987
SE830F2015-3,12.0,-83.0,340.829987
SE830F2015-4,0.0,-63.0,340.829987
SE830F2015-4,15.0,-63.0,340.829987
SE830F2025-4,0.0,-83.0,340.829987
SE830F2025-4,12.0,-83.0,340.829987
SE830F2025-5,0.0,-71.0,340.829987
SE830F2025-5,12.0,-71.0,340.829987
SE830F2035-4,0.0,-85.0,340.829987
SE830F2035-4,12.0,-85.0,340.829987
SE830F2035-5,0.0,-61.0,340.829987
SE830F2035-5,15.0,-61.0,340.829987
SE830F2045-1,0.0,-10.0,160.814896
SE830F2045-1,12.0,-10.0,160.814896
SE830F2045-3,0.0,-75.0,160.814896
SE830F2045-3,15.0,-75.0,160.814896
SE830F2045-4,0.0,-85.0,160.814896
SE830F2045-4,12.0,-85.0,160.814896
SE830F2045-5,0.0,-57.0,340.829987
SE830F2045-5,15.0,-57.0,340.829987
SE830F2045-6,0.0,-30.0,340.829987
SE830F2045-6,12.0,-30.0,340.829987
SE830F2050-2,0.0,-73.0,160.814896
SE830F2050-2,12.0,-73.0,160.814896
SE830F2050-3,0.0,-55.0,340.829987
SE830F2050-3,12.0,-55.0,340.829987
SE830F2055-2,0.0,-78.0,160.814896
SE830F2055-2,12.0,-78.0,160.814896
SE830F2055-3,0.0,-60.0,340.829987
SE830F2055-3,12.0,-60.0,340.829987
SE830F2060-2,0.0,-85.0,160.814896
SE830F2060-2,10.5,-85.0,160.814896
SE830F2060-3,0.0,-60.0,340.829987
SE830F2060-3,12.0,-60.0,340.829987
SE830F2065-2,0.0,-81.0,160.814896
SE830F2065-2,10.5,-81.0,160.814896
SE830F2065-3,0.0,-75.0,340.829987
SE830F2065-3,10.5,-75.0,340.829987
SE830F2070-2,0.0,-80.0,160.814896
SE830F2070-2,12.0,-80.0,160.814896
SE830F2070-3,0.0,-70.0,340.829987
SE830F2070-3,15.0,-70.0,340.829987
SE830F2075-2,0.0,-85.0,160.814896
SE830F2075-2,10.5,-85.0,160.814896
SE830F2075-3,0.0,-70.0,340.829987
SE830F2075-3,12.0,-70.0,340.829987
SE830F2080-1,0.0,-35.0,160.814896
SE830F2080-1,12.0,-35.0,160.814896
SE830F2080-2,0.0,-83.0,160.814896
SE830F2080-2,12.0,-83.0,160.814896
SE830F2080-3,0.0,-70.0,340.829987
SE830F2080-3,12.0,-70.0,340.829987
SE830F2085-2,0.0,-82.0,160.814896
SE830F2085-2,12.0,-82.0,160.814896
SE830F2085-3,0.0,-70.0,340.829987
SE830F2085-3,12.0,-70.0,340.829987
SE830F2090-2,0.0,-70.0,160.814896
SE830F2090-2,12.0,-70.0,160.814896
SE830F2090-3,0.0,-62.0,340.829987
SE830F2090-3,12.0,-62.0,340.829987
SE830F2095-3,0.0,-83.0,160.814896
SE830F2095-3,14.0,-83.0,160.814896
SE830F2095-4,0.0,-65.0,340.829987
SE830F2095-4,9.0,-65.0,340.829987
SE830H1990-1,0.0,-70.0,160.814896
SE830H1990-1,10.5,-70.0,160.814896
SE830H1995-1,0.0,-15.0,160.814896
SE830H1995-1,9.0,-15.0,160.814896
SE830H1995-2,0.0,-59.0,160.814896
SE830H1995-2,9.0,-59.0,160.814896
SE830H2000-1,0.0,-65.0,160.814896
SE830H2000-1,12.0,-65.0,160.814896
SE830H2005-1,0.0,-15.0,160.814896
SE830H2005-1,9.0,-15.0,160.814896
SE830H2005-2,0.0,-65.0,160.814896
SE830H2005-2,12.0,-65.0,160.814896
SE830H2005-3,0.0,-75.0,160.814896
SE830H2005-3,6.0,-75.0,160.814896
SE830H2010-1,0.0,-63.0,160.814896
SE830H2010-1,15.0,-63.0,160.814896
SE830H2015-1,0.0,-15.0,160.814896
SE830H2015-1,9.0,-15.0,160.814896
SE830H2015-2,0.0,-58.0,160.814896
SE830H2015-2,12.0,-58.0,160.814896
SE830H2020-1,0.0,-42.0,160.814896
SE830H2020-1,9.0,-42.0,160.814896
SE830H2025-1,0.0,-15.0,160.814896
SE830H2025-1,9.0,-15.0,160.814896
SE830H2025-2,0.0,-55.0,160.814896
SE830H2025-2,9.0,-55.0,160.814896
SE830H2025-3,0.0,-75.0,160.814896
SE830H2025-3,15.0,-75.0,160.814896
SE830H2030-1,0.0,-65.0,160.814896
SE830H2030-1,12.0,-65.0,160.814896
SE830H2035-1,0.0,-10.0,160.814896
SE830H2035-1,12.0,-10.0,160.814896
SE830H2035-2,0.0,-40.0,160.814896
SE830H2035-2,15.0,-40.0,160.814896
SE830H2035-3,0.0,-60.0,160.814896
SE830H2035-3,18.0,-60.0,160.814896
SE830H2040-1,0.0,-45.0,160.814896
SE830H2040-1,15.0,-45.0,160.814896
SE830H2045-2,0.0,-50.0,160.814896
SE830H2045-2,12.0,-50.0,160.814896
SE830H2050-1,0.0,-15.0,160.814896
SE830H2050-1,6.0,-15.0,160.814896
SE830H2055-1,0.0,-35.0,160.814896
SE830H2055-1,12.0,-35.0,160.814896
SE830H2060-1,0.0,-15.0,160.814896
SE830H2060-1,12.0,-15.0,160.814896
SE830H2065-1,0.0,-35.0,160.814896
SE830H2065-1,10.5,-35.0,160.814896
SE830H2070-1,0.0,-15.0,160.814896
SE830H2070-1,12.0,-15.0,160.814896
SE830H2075-1,0.0,-15.0,160.814896
SE830H2075-1,12.0,-15.0,160.814896
SE830H2085-1,0.0,-15.0,160.814896
SE830H2085-1,12.0,-15.0,160.814896
SE830H2090-1,0.0,-35.0,160.814896
SE830H2090-1,12.0,-35.0,160.814896
SE830H2095-1,0.0,-15.0,160.814896
SE830H2095-1,12.0,-15.0,160.814896
SE830H2095-2,0.0,-62.0,160.814896
SE830H2095-2,9.0,-62.0,160.814896
SE833H1610-1,0.0,-22.02,171.654892
SE833H1610-2,0.0,-67.339996,173.124893
SE833H1610-3,0.0,-71.010002,310.254883
SE833H1610-4,0.0,-24.370001,334.8349
SE833H1620-1,0.0,-29.110001,170.274887
SE833H1620-2,0.0,-69.300003,171.264893
SE833H1620-3,0.0,-67.290001,323.364899
SE833H1620-4,0.0,-28.450001,18.955111
SE833H1625-1,0.0,-30.0,160.814896
SE833H1625-2,0.0,-80.0,160.814896
SE833H1625-3,0.0,-85.0,160.814896
SE833H1625-4,0.0,-90.0,340.829987
SE833H1625-5,0.0,-85.0,340.829987
SE833H1625-6,0.0,-80.0,340.829987
SE833H1625-7,0.0,-30.0,340.829987
SE833H1630-1,0.0,-26.0,171.014893
SE833H1630-2,0.0,-67.260002,172.194885
SE833H1630-3,0.0,-66.279999,330.154877
SE833H1630-4,0.0,-28.57,338.3349
SE833H1640-1,0.0,-34.040001,167.844894
SE833H1640-2,0.0,-69.349998,174.284897
SE833H1640-3,0.0,-66.269997,333.024902
SE833H1640-4,0.0,-31.530001,338.154877
SE833H1640-5,0.0,-80.0,340.829987
SE833H1650-1,0.0,-69.550003,322.874878
SE833H1650-2,0.0,-45.02,6.81511
SE833H1650-3,0.0,-40.0,340.829987
SE833H1650-4,0.0,-65.0,340.829987
SE833H1660-1,0.0,-60.490002,170.904892
SE833H1660-2,0.0,-76.5,303.244904
SE833H1660-3,0.0,-39.23,18.92511
SE833H1670-1,0.0,-26.16,164.134888
SE833H1670-2,0.0,-72.07,163.004883
SE833H1670-3,0.0,-71.07,313.374878
SE833H1670-4,0.0,-35.040001,335.974884
SE833H1680-1,0.0,-29.440001,166.21489
SE833H1680-2,0.0,-78.220001,153.864883
SE833H1680-3,0.0,-73.25,3.14511
SE833H1680-4,0.0,-39.009998,18.645109
SE833H1690-1,0.0,-31.370001,157.32489
SE833H1690-2,0.0,-54.459999,162.274887
SE833H1690-3,0.0,-77.019997,156.284897
SE833H1690-4,0.0,-28.41,334.404877
SE833H1700-1,0.0,-29.540001,156.954895
SE833H1700-2,0.0,-55.330002,162.82489
SE833H1700-3,0.0,-72.349998,162.314896
SE833H1700-4,0.0,-75.160004,338.884888
SE833H1700-5,0.0,-38.279999,339.864899
SE833H1710-1,0.0,-30.440001,157.254883
SE833H1710-2,0.0,-71.309998,13.15511
SE833H1710-3,0.0,-59.110001,158.304886
SE833H1710-4,0.0,-78.150002,160.96489
SE833H1710-5,0.0,-34.450001,338.964905
SE833H1720-1,0.0,-24.370001,160.014893
SE833H1720-2,0.0,-67.0,158.82489
SE833H1720-3,0.0,-25.09,339.134888
SE833H1720-4,0.0,-71.089996,338.994904
SE833H1730-1,0.0,-37.209999,155.814896
SE833H1730-2,0.0,-61.130001,149.124893
SE833H1730-3,0.0,-79.349998,148.114883
SE833H1730-4,0.0,-48.389999,18.68511
SE833H1730-5,0.0,-25.459999,17.825109
SE833H1730-6,0.0,-77.510002,0.09511
SE833H1740-1,0.0,-28.459999,151.114883
SE833H1740-3,0.0,-73.260002,13.68511
SE833H1740-4,0.0,-62.09,15.58511
SE833H1740-5,0.0,-66.57,144.844894
SE833H1770-1,0.0,-15.0,340.829987
SE833H1770-2,0.0,-20.0,160.814896
SE833H1770-3,0.0,-65.0,160.814896
SE833H1770-4,0.0,-55.0,340.829987
SE833H1775-1,0.0,-15.0,340.829987
SE833H1780-1,0.0,-15.0,340.829987
SE833H1780-2,0.0,-15.0,160.814896
SE833H1780-3,0.0,-60.0,160.814896
SE833H1780-4,0.0,-80.0,340.829987
SE833H1780-5,0.0,-40.0,340.829987
SE833H1790-1,0.0,-15.0,340.829987
SE833H1790-2,0.0,-70.0,160.814896
SE833H1790-3,0.0,-80.0,340.829987
SE833H1790-4,0.0,-45.0,340.829987
SE833H1790-5,0.0,-25.0,340.829987
SE833H1800-1,0.0,-15.0,340.829987
SE833H1800-2,0.0,-25.0,160.814896
SE833H1800-3,0.0,-70.0,160.814896
SE833H1800-4,0.0,-55.0,340.829987
SE833H1800-5,0.0,-35.0,340.829987
SE833H1805-1,0.0,-15.0,340.829987
SE833H1810-1,0.0,-15.0,340.829987
SE833H1810-2,0.0,-20.0,160.814896
SE833H1810-3,0.0,-80.0,160.814896
SE833H1810-4,0.0,-50.0,340.829987
SE833H1810-5,0.0,-30.0,340.829987
SE833H1820-1,0.0,-15.0,340.829987
SE833H1820-2,0.0,-60.0,160.814896
SE833H1820-3,0.0,-35.0,340.829987
SE833H1825-1,0.0,-15.4,156.104889
SE833H1830-1,0.0,-30.0,160.814896
SE833H1830-2,0.0,-75.0,160.814896
SE833H1830-3,0.0,-70.0,340.829987
SE833H1830-4,0.0,-50.0,340.829987
SE833H1830-5,0.0,-30.0,340.829987
SE833H1830-6,0.0,-14.11,159.814896
SE833H1835-1,0.0,-14.44,165.944885
SE833H1840-1,0.0,-15.0,160.814896
SE833H1840-2,0.0,-45.0,160.814896
SE833H1840-3,0.0,-80.0,160.814896
SE833H1840-4,0.0,-55.0,340.829987
SE833H1840-5,0.0,-20.0,340.829987
SE833H1840-6,0.0,-12.11,164.234894
SE833H1850-1,0.0,-25.0,160.814896
SE833H1850-2,0.0,-40.0,340.829987
SE833H1860-1,0.0,-25.0,160.814896
SE833H1860-2,0.0,-45.0,340.829987
SE833H1860-3,0.0,-65.0,160.814896
SE833H1860-4,0.0,-40.0,340.829987
SE833H1870-1,0.0,-15.0,160.814896
SE833H1870-2,0.0,-75.0,160.814896
SE833H1870-3,0.0,-75.0,340.829987
SE833H1870-4,0.0,-55.0,340.829987
SE833H1870-5,0.0,-35.0,340.829987
SE833H1880-1,0.0,-25.0,160.814896
SE833H1880-2,0.0,-80.0,160.814896
SE833H1880-3,0.0,-75.0,340.829987
SE833H1880-4,0.0,-35.0,340.829987
SE848F1955-1,0.0,-85.0,160.814896
SE848F1955-1,9.0,-85.0,160.814896
SE848F1955-2,5.4,-50.0,340.829987
SE848F1960-1,0.0,-45.0,340.829987
SE848F1960-2,0.0,-85.0,160.814896
SE848F1960-2,5.4,-85.0,160.814896
SE848F1965-1,0.0,-50.0,340.829987
SE848F1965-1,12.6,-50.0,340.829987
SE848F1965-2,0.0,-75.0,340.829987
SE848F1965-2,9.0,-75.0,340.829987
SE848F1965-3,0.0,-16.0,340.829987
SE848F1965-3,9.0,-16.0,340.829987
SE848F1965-4,0.0,-63.0,340.829987
SE848F1965-4,18.0,-63.0,340.829987
SE848F1965-5,0.0,-84.0,340.829987
SE848F1965-5,12.0,-84.0,340.829987
SE848F1970-1,0.0,-40.0,340.829987
SE848F1970-1,14.4,-40.0,340.829987
SE848F1970-2,0.0,-80.0,340.829987
SE848F1970-2,10.8,-80.0,340.829987
SE848F1970-3,0.0,-80.0,160.814896
SE848F1970-3,7.2,-80.0,160.814896
SE848F1970-4,0.0,-66.0,340.829987
SE848F1970-4,12.0,-66.0,340.829987
SE848F1970-5,0.0,-85.0,160.814896
SE848F1970-5,12.0,-85.0,160.814896
SE848F1975-1,0.0,-45.0,340.829987
SE848F1975-1,14.4,-45.0,340.829987
SE848F1975-2,0.0,-68.0,340.829987
SE848F1975-2,10.8,-68.0,340.829987
SE848F1975-3,0.0,-80.0,340.829987
SE848F1975-3,7.2,-80.0,340.829987
SE848F1975-4,0.0,-75.0,160.814896
SE848F1975-4,7.2,-75.0,160.814896
SE848F1975-5,0.0,-15.0,340.829987
SE848F1975-5,12.0,-15.0,340.829987
SE848F1975-6,0.0,-50.0,340.829987
SE848F1975-6,10.5,-50.0,340.829987
SE848F1980-1,0.0,-45.0,340.829987
SE848F1980-1,14.4,-45.0,340.829987
SE848F1980-2,0.0,-60.0,340.829987
SE848F1980-2,9.0,-60.0,340.829987
SE848F1980-4,0.0,-20.0,340.829987
SE848F1980-4,12.0,-20.0,340.829987
SE848F1980-5,0.0,-55.0,340.829987
SE848F1980-5,15.0,-55.0,340.829987
SE848F1985-1,0.0,-35.0,340.829987
SE848F1985-1,10.8,-35.0,340.829987
SE848F1985-5,0.0,-12.0,340.829987
SE848F1985-5,12.0,-12.0,340.829987
SE848F1990-2,0.0,-47.0,340.829987
SE848F1990-2,15.0,-47.0,340.829987
SE848F1995-1,0.0,-35.0,340.829987
SE848F1995-1,14.4,-35.0,340.829987
SE848F1995-3,0.0,-45.0,340.829987
SE848F1995-3,18.0,-45.0,340.829987
SE848F2000-1,0.0,-40.0,340.829987
SE848F2000-1,18.0,-40.0,340.829987
SE848F2000-2,0.0,-39.0,340.829987
SE848F2000-2,18.0,-39.0,340.829987
SE848F2000-3,0.0,-85.0,160.814896
SE848F2000-3,15.0,-85.0,160.814896
SE848H1980-3,0.0,-85.0,160.814896
SE848H1980-3,9.0,-85.0,160.814896
SE848H1980-6,0.0,-79.0,160.814896
SE848H1980-6,9.0,-79.0,160.814896
SE848H1985-2,0.0,-50.0,340.829987
SE848H1985-2,12.6,-50.0,340.829987
SE848H1985-3,0.0,-85.0,340.829987
SE848H1985-3,12.6,-85.0,340.829987
SE848H1985-4,0.0,-80.0,160.814896
SE848H1985-4,7.2,-80.0,160.814896
SE848H1990-1,0.0,-89.0,160.814896
SE848H1990-1,9.0,-89.0,160.814896
SE848H1990-3,0.0,-50.0,340.829987
SE848H1990-3,12.0,-50.0,340.829987
SE848H1990-4,0.0,-78.0,340.829987
SE848H1990-4,15.0,-78.0,340.829987
SE848H1995-2,0.0,-70.0,160.814896
SE848H1995-2,12.6,-70.0,160.814896
SE848H1995-2,18.0,-70.0,160.814896
SE848H2000-4,0.0,-70.0,160.814896
