HOLE_ID,X_MGA,Y_MGA,Z_MGA,DEPTH,DATASET,PRE_COLLAR,RC_DEPTH,GRID_NAME,START_DATE,FINISH_DAT,PROSPECT,LOCATION,COLLAR_COM,HOLE_TYPE,HOLE_SIZE,HOLE_PURPO,TENMENT_ID,NATIVE_TIT,LOCATION_S,CONTRACTOR,COMPANY,PROGRAM_NA,GEOLOGIST,LOGGED_BY,DRILLING_S,EQUIPMENT_,GROUTED,MINING_LEV,PLANNED_DE,PLANNED_AZ,PLANNED_DI,TENEMENT_I
NHRC025,369490.0,7751062.0,347.0,116.0,THALANGA,,116.0,MGA94_55,2021-02-25,2021-02-26,New Homestead,,,RC,,EXPLORATION,ML1531,,GPS,EAGLE DRILLING,RVR,New Homestead Phase 1 RC,GCOZENS,MMILLER,Completed,N,N,,114.0,268.0,-55.0,
PD011,371560.0,7751609.0,331.75,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD012,371570.0,7751708.0,332.53,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD013,371581.0,7751808.0,330.16,24.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD014,371591.0,7751907.0,329.33,24.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD015,371555.0,7751559.0,333.01,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD016,371558.0,7751584.0,330.73,17.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD017,371565.0,7751659.0,331.67,17.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD018,371550.0,7751509.0,339.57,15.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD019,371545.0,7751460.0,338.29,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD020,371540.0,7751410.0,337.75,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD021,371535.0,7751360.0,337.47,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD032,372882.0,7750770.0,321.94,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD033,372005.0,7750056.0,326.46,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD034,372000.0,7750006.0,324.65,19.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD035,371995.0,7749956.0,325.01,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD036,371990.0,7749906.0,325.07,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD037,371987.0,7749882.0,325.21,15.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD038,371985.0,7749857.0,324.75,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD039,371982.0,7749832.0,323.92,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD040,371980.0,7749807.0,322.86,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD041,371977.0,7749782.0,322.58,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD042,371975.0,7749757.0,322.68,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD043,371972.0,7749732.0,322.71,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD044,371969.0,7749707.0,322.11,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD045,371967.0,7749683.0,321.74,9.100000381469728,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD046,371964.0,7749658.0,324.09,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD047,371962.0,7749633.0,327.62,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD048,371959.0,7749608.0,323.0,7.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD049,371957.0,7749583.0,322.88,7.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD061,371041.0,7750456.0,336.38,2.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD062,371030.0,7750356.0,334.2,3.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD063,371028.0,7750331.0,336.14,4.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD064,371025.0,7750306.0,337.24,6.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD065,371023.0,7750281.0,336.3,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD066,371020.0,7750257.0,336.24,7.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD067,371018.0,7750232.0,336.7,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD068,371612.0,7750146.0,328.68,5.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD069,371610.0,7750121.0,329.51,7.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD070,371607.0,7750096.0,329.31,6.300000191,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD071,371604.0,7750071.0,327.81,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD072,371599.0,7750022.0,328.0,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD073,371594.0,7749972.0,326.47,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD074,372816.0,7750124.0,322.05,14.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD075,372811.0,7750074.0,322.81,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD076,372801.0,7749974.0,321.45,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD082,373219.0,7750133.0,319.33,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD090,371520.0,7751211.0,332.65,5.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD091,371530.0,7751310.0,339.26,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD098,370157.0,7751651.0,356.04,3.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD099,370107.0,7751154.0,367.3,6.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD100,370913.0,7751172.0,341.41,17.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD101,370923.0,7751272.0,342.55,6.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD102,370933.0,7751371.0,340.34,2.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD103,370953.0,7751570.0,338.27,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD104,370974.0,7751769.0,337.75,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD105,370994.0,7751968.0,335.79,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD109,370984.0,7751869.0,337.77,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD110,370989.0,7751918.0,336.0,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD111,370991.0,7751943.0,337.23,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD112,370996.0,7751993.0,333.66,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD113,371842.0,7750428.0,334.47,2.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD114,371837.0,7750382.0,326.35,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD115,371852.0,7750524.0,343.02,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD116,371857.0,7750580.0,332.36,5.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD117,371867.0,7750673.0,330.0,2.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD118,371877.0,7750772.0,329.76,3.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD119,371887.0,7750872.0,331.56,2.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD120,371897.0,7750971.0,329.53,2.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD121,371907.0,7751071.0,329.56,5.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD122,371918.0,7751170.0,328.73,7.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD123,371928.0,7751270.0,331.98,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD124,371938.0,7751369.0,333.66,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD125,371948.0,7751469.0,330.52,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD126,371958.0,7751568.0,325.99,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD127,371968.0,7751668.0,326.88,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD128,371979.0,7751767.0,327.96,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD131,371973.0,7751717.0,327.36,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD132,371971.0,7751693.0,330.92,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD133,372245.0,7750433.0,322.09,6.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD134,372250.0,7750483.0,333.02,6.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD135,372255.0,7750533.0,344.03,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD136,372260.0,7750582.0,337.65,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD137,372265.0,7750632.0,335.1,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD138,372275.0,7750732.0,323.22,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10185,N,,,,,,,,,,,,,,UNK
PD139,372295.0,7750931.0,325.07,6.300000191,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10185,N,,,,,,,,,,,,,,UNK
PD140,372316.0,7751130.0,324.88,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10185,N,,,,,,,,,,,,,,UNK
PD141,372336.0,7751329.0,326.75,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10185,N,,,,,,,,,,,,,,UNK
PD142,372356.0,7751528.0,325.32,20.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,EPM10582,N,,,,,,,,,,,,,,UNK
PD143,372376.0,7751727.0,325.14,25.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD144,372366.0,7751627.0,325.07,23.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD145,372361.0,7751577.0,327.64,20.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10186,N,,,,,,,,,,,,,,UNK
PD146,372359.0,7751552.0,327.37,19.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10137,N,,,,,,,,,,,,,,UNK
PD147,372346.0,7751428.0,325.91,14.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML10185,N,,,,,,,,,,,,,,UNK
PD151,371000.0,7750058.0,329.58,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD157,370444.0,7750516.0,341.61,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD158,370434.0,7750417.0,340.66,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD162,370449.0,7750566.0,341.53,4.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD163,370439.0,7750467.0,340.75,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD164,369412.0,7752230.0,357.43,6.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD175,372787.0,7749835.0,321.72,8.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD176,372785.0,7749815.0,323.75,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,EPM10582,N,,,,,,,,,,,,,,UNK
PD187,372697.0,7749945.0,320.7,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD188,372699.0,7749965.0,321.29,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD189,372701.0,7749985.0,322.64,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD190,372703.0,7750004.0,324.36,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD191,372706.0,7750024.0,325.0,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD192,372708.0,7750044.0,323.61,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD193,372709.0,7750064.0,322.33,16.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD194,372711.0,7750084.0,322.83,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD198,372372.0,7749717.0,321.65,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD199,372374.0,7749736.0,322.26,15.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD200,372377.0,7749756.0,321.82,17.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD201,372379.0,7749776.0,321.11,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD202,372381.0,7749796.0,320.91,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD203,372383.0,7749816.0,321.14,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD204,372385.0,7749836.0,322.53,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD205,372387.0,7749856.0,323.66,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD206,372389.0,7749876.0,323.02,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD207,372391.0,7749896.0,322.47,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD208,372393.0,7749916.0,322.3,18.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD236,372140.0,7750394.0,325.28,6.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD237,372145.0,7750443.0,325.21,5.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD238,372150.0,7750493.0,327.02,7.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD239,372155.0,7750543.0,341.66,7.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD240,372160.0,7750593.0,339.36,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD241,372337.0,7750376.0,325.28,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD242,372344.0,7750423.0,324.12,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD243,372349.0,7750473.0,335.65,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD244,372354.0,7750523.0,342.04,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD245,372359.0,7750572.0,340.08,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD246,372209.0,7750085.0,323.99,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD247,372204.0,7750035.0,322.89,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD248,372199.0,7749986.0,324.88,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD249,372194.0,7749936.0,323.31,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD250,372189.0,7749886.0,323.18,13.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD251,372184.0,7749836.0,321.52,14.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD252,371997.0,7749981.0,324.35,11.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD253,371806.0,7750076.0,327.95,9.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD254,371801.0,7750028.0,327.79,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD255,371796.0,7749976.0,327.45,10.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD256,371792.0,7749936.0,326.79,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PD257,371786.0,7749877.0,325.27,12.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PD258,371781.0,7749827.0,326.15,17.0,THALANGA,,,MGA_94_55,,,PYTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PDH259,372282.0,7750300.0,321.2,74.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH260,372285.0,7750319.0,321.3,80.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH261,372333.0,7750297.0,320.6,81.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH262,372329.0,7750273.0,320.6,76.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH263,372328.0,7750269.0,320.6,60.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH264,372385.0,7750325.0,320.3,80.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH266,371332.0,7750536.0,329.5,60.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH270,372319.0,7750352.0,321.03,50.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH271,372567.0,7750367.0,319.57,50.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1531,N,,,,,,,,,,,,,,UNK
PDH272,372254.0,7750295.0,321.5,56.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH273,372222.0,7750265.0,321.68,51.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH274,372298.0,7750291.0,321.29,40.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH275,372327.0,7750334.0,321.06,61.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH276,372312.0,7750309.0,321.15,59.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH277,372263.0,7750271.0,321.39,41.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH278,372186.0,7750257.0,321.87,50.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH279,371907.0,7750185.0,323.0,50.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH280,371925.0,7750128.0,322.18,50.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH281,372137.0,7750243.0,322.52,66.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH282,372105.0,7750234.0,322.64,54.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH283,372277.0,7750291.0,321.33,50.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH284,372241.0,7750272.0,321.66,52.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH285,372259.0,7750280.0,321.52,32.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH286,372281.0,7750270.0,321.19,60.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH287,372249.0,7750244.0,321.41,54.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH288,372220.0,7750275.0,321.64,39.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH289,372139.0,7750258.0,322.17,50.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH290,372116.0,7750250.0,322.88,36.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH291,372100.0,7750246.0,322.56,30.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH292,372317.0,7750357.0,321.17,35.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH293,372308.0,7750262.0,321.64,54.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
PDH294,372336.0,7750368.0,321.12,51.0,THALANGA,,,MGA_94_55,,,RGTH,,,PC,,,ML1392,N,,,,,,,,,,,,,,UNK
